id_EXIST,lang,tweet,number_annotators,gender_annotators,age_annotators,labels_task1,encoded_annotations
102690,es,cambiada prostitucion hoy dia siento lastima chaval asco clase mujeres buenas noches,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'YES', 'YES', 'YES', 'YES', 'YES']","tensor([1., 0., 0., 1.])"
102691,es,imaginan ambiente madre? puro senoro rancio punetero,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['NO', 'YES', 'YES', 'YES', 'YES', 'NO']","tensor([1., 0., 0., 1.])"
102692,es,pone piel gallina ver vagos represores siempre jugadores volley custodios ninguna frontera junto asesinos ancianosmujeres ninos gente propia raza semitica seguramente alguna maldad estaran tramando,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['NO', 'NO', 'NO', 'NO', 'NO', 'NO']","tensor([1., 0., 0., 1.])"
102693,es,trabajo medicos mujeres hombres enfermeras enfermeros,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['NO', 'NO', 'NO', 'NO', 'NO', 'NO']","tensor([1., 0., 0., 1.])"
102694,es,seguiremos siendo mujeres hacen politica incomode pueden correr hagamos historia purple_heart,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'NO', 'NO', 'NO', 'NO', 'YES']","tensor([1., 0., 0., 1.])"
102695,es,afganistan asesinan violentan mujeres incumplen normas sharia decir hacen permitido vanya manifiesta claramente detesta derechos ganados mujeres derechos kabul sparkles,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'NO', 'YES', 'YES', 'YES', 'YES']","tensor([1., 0., 0., 1.])"
102696,es,gatos mujeres jamonas carajo pasa pareja tan rara?,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'YES', 'YES', 'YES', 'YES', 'YES']","tensor([1., 0., 0., 1.])"
102697,es,dejen hacer gilipollas compartiendo fotos hombres mujeres ninos muriendo guerra tonterias,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['NO', 'YES', 'NO', 'NO', 'NO', 'NO']","tensor([1., 0., 0., 1.])"
102699,es,co ica mujer indi gena pan amazon red_circle cumbre mujeres originarias cuenca amazonica construyo documento recoge cinco grandes lineas accion mujeres puedan alzar voz manera energica colectiva,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['NO', 'YES', 'YES', 'NO', 'NO', 'NO']","tensor([1., 0., 0., 1.])"
102700,es,siempre corren mujeres fuego falte sino parece volcan asusta felicidades maria felicidades reactor gracias siempre ahi sabes consuelo regalo dios gracias,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['NO', 'NO', 'NO', 'NO', 'NO', 'NO']","tensor([1., 0., 0., 1.])"
102701,es,tenes pensamiento idea pases realmente vas entender necesita hombre parasito decis criar bebe tampoco significa estes criando sola podes tener familia amigos,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'NO', 'YES', 'YES', 'YES', 'NO']","tensor([1., 0., 0., 1.])"
102703,es,jajaja va durar caramelo puerta escuela tarde rotonda decir hombre necesita hombre verdad cero coma hara dios satisfiedsatisfiedsatisfiedsatisfiedsatisfied,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['NO', 'NO', 'YES', 'YES', 'YES', 'YES']","tensor([1., 0., 0., 1.])"
102704,es,si verdad preocupa situacion actual equipo director tecnico necesita hombre experiencia tiemblan egg2egg2 poner orden vestidor asi pienses mas ve,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['NO', 'NO', 'NO', 'YES', 'YES', 'NO']","tensor([1., 0., 0., 1.])"
102705,es,si casarse necesita hombre mujer todas mujeres colegio estan casadas hombres estan solteros ? jaja joy,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['NO', 'YES', 'NO', 'YES', 'YES', 'YES']","tensor([1., 0., 0., 1.])"
102707,es,buena noticia haber si dejan joderlo mismo dba ustedes peor deberia ser premier necesita hombre hue s q ponga orden palacio enfrente apestosos congresistas ultra derecha,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['NO', 'YES', 'YES', 'YES', 'YES', 'NO']","tensor([1., 0., 0., 1.])"
102708,es,peor error mujer pensar necesita hombre peor error hombre pensar necesita muchas mujeres,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['NO', 'YES', 'YES', 'YES', 'YES', 'YES']","tensor([1., 0., 0., 1.])"
102709,es,necesita hombre vagina grande seno grande nalga grande gustan senos rica vesdrooling_facedrooling_faceheart_eyes,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'YES', 'YES', 'YES', 'YES', 'YES']","tensor([1., 0., 0., 1.])"
102710,es,pais necesita hombre poder man_facepalmingman_facepalming,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'NO', 'YES', 'NO', 'NO', 'NO']","tensor([1., 0., 0., 1.])"
102711,es,quiero cogerme pasivo necesita hombre verdad,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['NO', 'NO', 'YES', 'YES', 'NO', 'NO']","tensor([1., 0., 0., 1.])"
102712,es,dona usted necesita hombre caracter 911 recomiendo busque tamayo moreno viva lejos aporto relacion 3 rockflag_for_China santo dios man_facepalming_medium-dark_skin_tone,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'YES', 'YES', 'YES', 'YES', 'YES']","tensor([1., 0., 0., 1.])"
102713,es,rd geopolotica cambiada mercado 20 millones consumidores productos servicioslean cuento cuanta tierra necesita hombre cada mercader marque cantidad tierra necesita sabra si valio pena,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['NO', 'NO', 'NO', 'YES', 'NO', 'NO']","tensor([1., 0., 0., 1.])"
102714,es,sale gratis hablar tonterias pais necesita hombre conviccion solo jak,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'NO', 'YES', 'NO', 'YES', 'YES']","tensor([1., 0., 0., 1.])"
102715,es,si bajonea neta real despues tanta supuesta informacion tantas mujeres hablan posibilidad leer mujeres todas partes distintos contextos elijan seguir via siempre toda mujer necesita hombre,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'YES', 'YES', 'YES', 'YES', 'YES']","tensor([1., 0., 0., 1.])"
102716,es,ministro sabe colgantes enfrentar intereses particulares estan afectando mayorias rd necesita hombre cargo,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'YES', 'NO', 'YES', 'YES', 'YES']","tensor([1., 0., 0., 1.])"
102717,es,decente directo frentero sereno calmado achanta tremendamente sincero tapujos colombia necesita hombre capacidades humanas admitir errores equivocaciones disculparse si caso u napola petro borracho amor,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'YES', 'NO', 'NO', 'YES', 'YES']","tensor([1., 0., 0., 1.])"
102718,es,cuento corto tolstoi imperdible respecto llama cuanta tierra necesita hombre? tambien audio dura 17 minutos ojala toda gente leyera,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['NO', 'NO', 'NO', 'NO', 'NO', 'NO']","tensor([1., 0., 0., 1.])"
102719,es,prefiero ser mala cuento ser princesa necesita hombre nail_polish_light_skin_tone,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'NO', 'YES', 'YES', 'YES', 'YES']","tensor([1., 0., 0., 1.])"
102720,es,yugulareso pasa infieles saben q hacer vidas incompletas joden ven deberia buscar vida propia si necesita hombre soltero,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'YES', 'YES', 'YES', 'NO', 'YES']","tensor([1., 0., 0., 1.])"
102721,es,uy divertirte? eres? nenaza? ponte liarte punos oso hombre,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'YES', 'YES', 'YES', 'NO', 'YES']","tensor([1., 0., 0., 1.])"
102722,es,casado pura fachada tipo contenidohistoria cicatrices convencido destino escrito sellado demasiado mono encandilar mujeres nenaza ojos hombres boabdil pp,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['NO', 'NO', 'YES', 'NO', 'YES', 'NO']","tensor([1., 0., 0., 1.])"
102723,es,va partir pelotas sigas mirando crio si hotdog nenaza,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'NO', 'YES', 'YES', 'YES', 'YES']","tensor([1., 0., 0., 1.])"
102725,es,soldado pongase trabajar nenaza llore limpie letrinas congresosi senor senor,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'NO', 'YES', 'YES', 'YES', 'YES']","tensor([1., 0., 0., 1.])"
102726,es,siempre queria atacar chaval instituto jugando futbol decia jugaba nina nenazacuriosamente dia tras dia vemos hombres prof tiran minima exageran todoluego ves mujeres piensas entonces piropos,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'YES', 'NO', 'YES', 'YES', 'YES']","tensor([1., 0., 0., 1.])"
102727,es,oposicion endurecer estrategias sanchez haciendo sale cojones pp protestando nenaza explico dan trazas ilusionar movilizar gentevan tener contratar gente izquierda q ensenen,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['NO', 'YES', 'YES', 'NO', 'YES', 'YES']","tensor([1., 0., 0., 1.])"
102728,es,yayo echando balones negando dijo lloriqueando nenaza quiere reconocimiento reduce mas dinero viernes deluxe,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'YES', 'YES', 'YES', 'YES', 'YES']","tensor([1., 0., 0., 1.])"
102729,es,despues cargarse 007 convertirlo nenaza van supermansin comentarios,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'NO', 'YES', 'NO', 'YES', 'YES']","tensor([1., 0., 0., 1.])"
102730,es,puedes elegir mueres asco puta madre voy ahorrarme calificativos suscitado comentario llorar nenaza,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'YES', 'YES', 'YES', 'NO', 'YES']","tensor([1., 0., 0., 1.])"
102731,es,- tio creo voy probar homeopatia- menuda nenaza hecho pienso probar saquen pa tio,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['NO', 'NO', 'NO', 'NO', 'YES', 'NO']","tensor([1., 0., 0., 1.])"
102732,es,solo llamo maricon sino q anadio nenaza,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'YES', 'YES', 'YES', 'YES', 'NO']","tensor([1., 0., 0., 1.])"
102734,es,pensara alejandrito verse haciendo paseillo meneo culo llorando nenaza??????,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'YES', 'NO', 'YES', 'NO', 'YES']","tensor([1., 0., 0., 1.])"
102735,es,viste canta nenaza,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'YES', 'YES', 'NO', 'YES', 'YES']","tensor([1., 0., 0., 1.])"
102736,es,peor jugada ver nenaza asensio yendose lugar mientras casemiro siendo rodeado jugadores liverpool si reves brasileno sido primero saltar defenderlo,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['NO', 'NO', 'NO', 'YES', 'YES', 'NO']","tensor([1., 0., 0., 1.])"
102737,es,ahora nenaza joy voy machito vida necesitas ir llamaba nenaza repasamos miguel bose capitulos mas duros biografia,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'NO', 'NO', 'YES', 'YES', 'YES']","tensor([1., 0., 0., 1.])"
102738,es,ademas querer evidenciar sentimientos vaya llamen nenaza,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'NO', 'YES', 'YES', 'YES', 'YES']","tensor([1., 0., 0., 1.])"
102739,es,nenaza maricona negro mierda sudaca lopetegui etarra verdad digo haria mas meten carcel,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'NO', 'YES', 'YES', 'YES', 'YES']","tensor([1., 0., 0., 1.])"
102740,es,charla herrera sido nenaza barrio chancluda villa fiorito cotillita absurda verguenza dio,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['NO', 'YES', 'YES', 'YES', 'YES', 'NO']","tensor([1., 0., 0., 1.])"
102741,es,mira ninata queda politica habeis aportado aportas,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'YES', 'YES', 'YES', 'NO', 'NO']","tensor([1., 0., 0., 1.])"
102742,es,ninata falsallorando si acabara d enterar quedaste maita bicho repugnante,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['NO', 'YES', 'YES', 'NO', 'YES', 'YES']","tensor([1., 0., 0., 1.])"
102743,es,sofia ve pegarte chocazos pares ninata secret cuentaatrs3,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'YES', 'NO', 'YES', 'NO', 'YES']","tensor([1., 0., 0., 1.])"
102744,es,llamado ninata?planteandose posibilidad monearla verdad,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['NO', 'NO', 'YES', 'NO', 'NO', 'NO']","tensor([1., 0., 0., 1.])"
102745,es,ridiculo q domine ninata d metro cincuenta,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'YES', 'YES', 'YES', 'YES', 'YES']","tensor([1., 0., 0., 1.])"
102746,es,aun seguis defendiendo ninata inmadura pretenciosa venida mas? si broma hace adara miguel problemas tipo ? increible vara medir secret gala10,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['NO', 'NO', 'YES', 'YES', 'YES', 'YES']","tensor([1., 0., 0., 1.])"
102747,es,shupala ninata desagradecida mando mas bonito mande adios picado,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'NO', 'YES', 'YES', 'YES', 'YES']","tensor([1., 0., 0., 1.])"
102748,es,venga ninata cinica vvomiting_facexotros dice partido ultraderechista fascista xenofobo venga pastar,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['NO', 'NO', 'YES', 'YES', 'NO', 'NO']","tensor([1., 0., 0., 1.])"
102750,es,joder serio??????flushedflushedflushed jodas va tener bebe amante aysa atendiendo ninata consulta flipa,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'NO', 'YES', 'NO', 'NO', 'NO']","tensor([1., 0., 0., 1.])"
102751,es,coronilla ninata comparsa chiquilicuatres,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['NO', 'YES', 'NO', 'YES', 'YES', 'YES']","tensor([1., 0., 0., 1.])"
102752,es,inconsciente ninata sicopataen mierda metido nuevo plenas fiestas puta mala gestion colas primaria tenia urgencias viendo contagios aun tomar medidas vale senores madrid libertad,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['NO', 'YES', 'NO', 'NO', 'NO', 'NO']","tensor([1., 0., 0., 1.])"
102753,es,solo dire puta secuela covid voy morir hambre puta ninatasmiling_face_with_three_hearts,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'YES', 'NO', 'YES', 'NO', 'YES']","tensor([1., 0., 0., 1.])"
102754,es,fisico persona tampoco hecho ademas quedar ninata season montar drama echaban baje tierra encima diga hagan famosa gente estupida sido primera,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['NO', 'YES', 'YES', 'NO', 'NO', 'NO']","tensor([1., 0., 0., 1.])"
102755,es,sido tan ninata veces k lache d vd,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'NO', 'YES', 'NO', 'NO', 'NO']","tensor([1., 0., 0., 1.])"
102756,es,ninata pregona estupideces mundo joder haber ascazo,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'NO', 'YES', 'NO', 'YES', 'YES']","tensor([1., 0., 0., 1.])"
102757,es,ahora ninata misogino padre van fidel joyjoyjoyjoy acaba cuento rociito ponen ojo marido pateticos flores money_mouth_facemoney_mouth_facemoney_mouth_facemoney_mouth_facemoney_mouth_facemoney_mouth_facemoney_mouth_facemoney_mouth_facemoney_mouth_facemoney_mouth_facemoney_mouth_face,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['NO', 'YES', 'YES', 'YES', 'YES', 'YES']","tensor([1., 0., 0., 1.])"
102760,es,llamarla nina delito?? monedero llamo ninata debemos considerarlo?,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'YES', 'YES', 'YES', 'YES', 'NO']","tensor([1., 0., 0., 1.])"
102761,es,bestie hombres privilegiados menos gringa payolera woman_walking_light_skin_tone,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'YES', 'YES', 'YES', 'YES', 'NO']","tensor([1., 0., 0., 1.])"
102762,es,hombres iguales maloscreo deberiamos iniciar ahi aceptar buena vez lucha malas acciones precisamente hombres si queremos tener sociedad verdaderamente igualitaria,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'YES', 'NO', 'NO', 'NO', 'NO']","tensor([1., 0., 0., 1.])"
102763,es,conozco chicos quejan hombres violadores not all men veo protestando dice cerdo,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'YES', 'YES', 'YES', 'YES', 'NO']","tensor([1., 0., 0., 1.])"
102764,es,cenar 5to piso psicologo digo realmente paciente aunque llame asi aun mundo cree beta smirk mano hombres invitamos salir vamos pendiente ensalada jamon papa,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['NO', 'NO', 'YES', 'NO', 'NO', 'NO']","tensor([1., 0., 0., 1.])"
102765,es,morras dicen hombre potencial violadortan bien? hombres violadores abusadores dejen perpetrar odio generos,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'YES', 'YES', 'YES', 'YES', 'YES']","tensor([1., 0., 0., 1.])"
102766,es,mas emputa tipico dice hombres luego va hace mismo hombres,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'YES', 'YES', 'NO', 'YES', 'YES']","tensor([1., 0., 0., 1.])"
102767,es,hombres iguales elijas siempre peor tema,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'YES', 'YES', 'NO', 'YES', 'NO']","tensor([1., 0., 0., 1.])"
102768,es,hombres iguales siempre llega mas culero anterior,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['NO', 'NO', 'NO', 'YES', 'YES', 'NO']","tensor([1., 0., 0., 1.])"
102769,es,men are trash techo mira padre hombre trash? hermano puede ser hombre maybe tampoco trash fkn trash so dejen mierda hombres basura hombres sob,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['NO', 'YES', 'NO', 'YES', 'YES', 'YES']","tensor([1., 0., 0., 1.])"
102770,es,caso nadie repara desigualdad opcion hombres parrilleros moto delincuentes si van prohibir,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['NO', 'YES', 'YES', 'NO', 'NO', 'NO']","tensor([1., 0., 0., 1.])"
102771,es,wooow lindos comentarios ciertos hombres perritos tambien habemos hombres corazon necesitados amor respetos pray,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'NO', 'YES', 'NO', 'NO', 'NO']","tensor([1., 0., 0., 1.])"
102772,es,tambien siento hombres igualesde verdad digo,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['NO', 'NO', 'NO', 'NO', 'NO', 'NO']","tensor([1., 0., 0., 1.])"
102773,es,hahahahaha desmiento nunca uso maquillaje siento bien asi falso eligen casi siempre estan cargadas filtros retoques thinking aparte gustos autores hombres gusta mismo si hace feliz usarle importa,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'NO', 'NO', 'NO', 'NO', 'NO']","tensor([1., 0., 0., 1.])"
102774,es,hombres alcanzan perfeccion morir muertos cadaveres sere cadaver,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['NO', 'NO', 'NO', 'NO', 'NO', 'NO']","tensor([1., 0., 0., 1.])"
102775,es,publicacion victima agresion abuso sexual intento feminicidio respondes hombres ? mija poquito empatia pido,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['NO', 'YES', 'YES', 'YES', 'YES', 'YES']","tensor([1., 0., 0., 1.])"
102779,es,ver hombres producen menos testosterona conforme envejecen embargo hombres mayores homosexuales ?hay personas desbalances hormonales llevan complicaciones medicas deben tratar ver ser gay,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['NO', 'NO', 'NO', 'YES', 'NO', 'NO']","tensor([1., 0., 0., 1.])"
102780,es,dar consejos hombres casen miren ejemplo,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['NO', 'NO', 'NO', 'NO', 'YES', 'NO']","tensor([1., 0., 0., 1.])"
102781,es,odio mujeres todas putas todas infieles igual hombres peores gustan mas minas,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'YES', 'YES', 'YES', 'YES', 'YES']","tensor([1., 0., 0., 1.])"
102782,es,supuesto bloqueado debato mononeuronalespero alegro ver demas habeis entendido quiero decir elyo odio piensa diferente odio mujeres odio cis-hetero ejemplo,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'YES', 'NO', 'NO', 'YES', 'YES']","tensor([1., 0., 0., 1.])"
102783,es,pregunta seria si gusta tia may trilogia holland prefiero tobey significa odio mujeres? xd,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['NO', 'NO', 'NO', 'NO', 'YES', 'YES']","tensor([1., 0., 0., 1.])"
102784,es,odio mujeres odio mujeres odio mujeres odio mujeres odio mujeres odio mujeres odio mujeres odio mujeres odio mujeres odio mujeres odio mujeres odio mujeres,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'YES', 'YES', 'YES', 'YES', 'YES']","tensor([1., 0., 0., 1.])"
102785,es,darle espalda mujer habla solo demuestra misoginia odio mujeres tartufo misoginos parece zopilota puede dar clases decencia,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'YES', 'YES', 'YES', 'YES', 'YES']","tensor([1., 0., 0., 1.])"
102786,es,igual tampoco tan linda dios santo odio mujeres ojala mundo,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'YES', 'YES', 'YES', 'YES', 'YES']","tensor([1., 0., 0., 1.])"
102787,es,odio mujeres fetiche sexual pena gol colado mujeres supuestamente feministas tontas,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'YES', 'NO', 'YES', 'YES', 'YES']","tensor([1., 0., 0., 1.])"
102789,es,contesto valen rainbowbouquetleavesheartsparklescupidgift_heartsparkling_heartrevolving_heartstwo_heartsheartbeatheart_on_fireheart_on_firemending_heart odio mujeres perdon momento furia,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'YES', 'NO', 'YES', 'YES', 'YES']","tensor([1., 0., 0., 1.])"
102790,es,hombres violencia estan movilizados fem abolicionista q increible alguien pueda llegar pensarlo sino odio mujeres q relacionen feminidad violentan si reconocen trans tambien si reconocen mujer,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'YES', 'YES', 'YES', 'YES', 'YES']","tensor([1., 0., 0., 1.])"
102791,es,kaffie vive odio mujeres pobre pena siga permitiendo si ven columnas siembre hablando pestes mujeres mas exitosas muchas unieran darle frenon asi hizo,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['NO', 'YES', 'NO', 'YES', 'YES', 'YES']","tensor([1., 0., 0., 1.])"
