id_EXIST,lang,tweet,number_annotators,gender_annotators,age_annotators,labels_task1
102418,es,   naaah   cadena perpetua significa exactamente esola justicia ya hablo y cumplirla no viola derecho humano alguno lo que hicieron estos viejitos no merece clemencia,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['NO', 'NO', 'NO', 'NO', 'NO', 'NO']"
102419,es,nadie me quiere ni me amamerece la pena vivir asi?,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['NO', 'NO', 'NO', 'NO', 'NO', 'NO']"
102420,es, yo ya lo bloquee desde hace tiempo no merece se le preste la menor atencion para evitar los corajes esta loco de atar el que un dia hasta presidente quiso ser el infeliz farsante enraged_face,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['NO', 'NO', 'NO', 'NO', 'NO', 'NO']"
102421,es,hueles un poco a misandria la verdad face_in_clouds ,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['NO', 'YES', 'YES', 'YES', 'YES', 'YES']"
102422,es,  de donde sacaste que los videos son de violaciones? o es tu misandria de lesbiana,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'YES', 'YES', 'YES', 'YES', 'YES']"
102423,es, felicidades eres parte del problema y no representas ningun movimiento que este a favor de los derechos del ser humano la misandria tambien es un problema grave te debes cuestionar y educar no es tan dificil,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'YES', 'YES', 'NO', 'YES', 'NO']"
102424,es,  y a las mujeres la misandria desde que van en primaria fast_down_button ,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'YES', 'YES', 'YES', 'YES', 'YES']"
102425,es,la misandria es tan toxica como el machismo ,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['NO', 'YES', 'NO', 'NO', 'YES', 'YES']"
102426,es,este 2022 abandonamos la heterosexualidad y la monogamia y abrazamos mas que nunca la misandria,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['NO', 'YES', 'YES', 'NO', 'NO', 'NO']"
102427,es, asumo que misandria pues si lo mismo los prejuicios en base a criterios que uno no eligio no tienen cabida en estos tiempos cuestionarlo es lo minimo y es algo que las generaciones nuevas estan haciendo mucho mejor,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['NO', 'NO', 'YES', 'NO', 'NO', 'NO']"
102428,es,    vale pues cambiala por misandria,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'NO', 'YES', 'NO', 'NO', 'NO']"
102429,es,tw/misandria  ,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['NO', 'NO', 'NO', 'NO', 'YES', 'NO']"
102430,es,hoy dejo d ser varon trans para elegir el camino de la misandria,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'YES', 'NO', 'NO', 'YES', 'YES']"
102431,es,      que patetico aliade es misandria a kilometros y el cogio este hablando pendejadas para quedar bien con la puberta odiadora quierete un poco vale becerro,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'YES', 'YES', 'NO', 'NO', 'YES']"
102432,es,  tiene la firma de bad bunny tatuada cancelamos misandria,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['NO', 'YES', 'NO', 'YES', 'YES', 'NO']"
102433,es, la hipocresia del comercio todo el ano trata a los hombres como asesinos violentos y deja que sus periodistas como la senora trujillo y la senora rosero expresen su misandria y ahora feliz dia ? se nota que solo quieren clicks,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'YES', 'YES', 'NO', 'YES', 'NO']"
102434,es,    de hecho se dice misandria woman_facepalming_light_skin_tone,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['NO', 'NO', 'NO', 'NO', 'NO', 'YES']"
102435,es,mi madre nos pidio tropecientas cajas de bombones y hoy hemos empezado a repartirlas entre auxiliares y enfermeras el unico hombre que recibira una caja sera su doctora mi la misandria me viene de familia,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['NO', 'NO', 'YES', 'NO', 'YES', 'NO']"
102436,es,lo que estas diciendo no tiene sentido si tenes un trauma simplemente busca ayuda profesional que no es de a huevos desquitartelos con otros que no tienen la culpa la misandria si es un problema real que se debe tratar como tal ,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'YES', 'NO', 'YES', 'YES', 'NO']"
102437,es,    al feminismo le da igual todas las personasa pesar d q hay ocho veces mas asesinados hombres q mujeres solo difunde cifra d mujeres asesinadas y solo pide proteccion para mujeresel feminismo ensena q misoginia es el peor crimen pero misandria es placer y hasta deber ,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'NO', 'YES', 'YES', 'YES', 'YES']"
102438,es,el pajas level 100 de internet es una cosa que me hace odiar a los onvres muy fuerte soy yo senora y tengo que aguantar esto de forma habitual y tremenda misandria tendria no mucho mayor que mi misoginia actual tho ?,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'NO', 'YES', 'YES', 'YES', 'YES']"
102439,es, creo que es mas misandria que otra cosa pero igual tienes razon,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['NO', 'YES', 'NO', 'YES', 'NO', 'NO']"
102440,es, no existe la misandria tho no tengo problema si quieres,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'YES', 'NO', 'NO', 'YES', 'NO']"
102441,es,  solo basta una breve pasada por el tl del libertario y te daras cuenta de su propia misoginia ,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['NO', 'YES', 'YES', 'YES', 'YES', 'YES']"
102442,es, y donde esta la misoginia ahi? justo a la gente meramente por el reallity show y porque me caen mal adentro y ya jaja pero no ando de cotorra y dando prioridades para hacer visible una causa solo cuando atacan a mis favs,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'NO', 'YES', 'NO', 'YES', 'YES']"
102443,es,   no te das cuenta don richiendejo que nacho solo te esta molestando para demostrar tu misoginia y vulgaridad el en ningun momento se ha metido con tu familia y tu le dices a su mujer que se esta metiendo con 15 hombres que burro eres,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'YES', 'YES', 'NO', 'YES', 'YES']"
102444,es, a nadie le molesto la cancion digamos que no sorprende lo grotesco es el video donde el hombre blanco trata y encadena como animales a todos los afrolatinos sobre todo a las mujeres la misoginia y el racismo estan a full,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'NO', 'YES', 'YES', 'YES', 'YES']"
102445,es,dios no puedo creer la misoginia y el machismo que manejan algunas minitas,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'YES', 'YES', 'YES', 'YES', 'YES']"
102446,es,que laura g sea el intento por minimizar la presion  y buscar desviar cuanto gana jose ramon lopez beltran habla no solo de la desesperacion que siente el gobierno sino de la misoginia que abunda en este pais ya superenlo,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'YES', 'NO', 'YES', 'NO', 'YES']"
102447,es,  nelsonno se enfade que no es misoginia es que pretendemos que las nuestras se luzcan como las mujeres inteligentes e instruidas que son si fue chiste le salio mal por hacerse la comediantelas otras salen como salen porque que van a hacer si nodar una conferencia?,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'YES', 'YES', 'NO', 'YES', 'YES']"
102448,es, pero si la que la cancelan son el colectivo lgbt jajaja xq misoginia?,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['NO', 'NO', 'YES', 'NO', 'YES', 'YES']"
102449,es,casi 2022 y aun no entienden que la misoginia no es opinion ni motivo de burla es ignorancia y machismo esto no debe ser tolerado,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'YES', 'YES', 'YES', 'NO', 'YES']"
102450,es,comprobadisimo que ni con los votos de johanna ganaba nakayama este discurso tiene que parar si hay misoginia y aversion a la izquierda que no se note xfa skull_and_crossbones ,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['NO', 'NO', 'YES', 'NO', 'YES', 'YES']"
102451,es, mas que misoginia comentarios homofobicos anti democracia anti libertad pinochetistas etc etc,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['NO', 'NO', 'YES', 'NO', 'YES', 'YES']"
102452,es,   es que dice  que esa misoginia de palazuelos es una buena oportunidad para erradicar la misoginia en quintana roo estando el en el poder,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'NO', 'YES', 'YES', 'NO', 'YES']"
102453,es, misoginia de los hombres cuando ella utiliza el articulo femenino y entonces las mujeres le aplaudimos? coherencia,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['NO', 'YES', 'NO', 'NO', 'YES', 'YES']"
102454,es,  sigue siendo misoginia que usen esos terminos aunque sean de broma,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'YES', 'NO', 'YES', 'YES', 'NO']"
102455,es,    pero hay diferencias importantes uno tiene una actitud dialogante y otro una autoritaria basada en la homofobia racismo y misoginia me duele la gente con tu egoismo yo soy profe y jamas votaria por alguien que atente contra la libertad basica de mis estudiantes que pena,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'YES', 'NO', 'YES', 'YES', 'NO']"
102456,es,una cosa que la tia ultima sea imbecil no significa que sea un hombre en plan es una mujer trans con misoginia interiorizada pues ok como las mujeres cis no????? es que de verdad que usais su ignorancia solo para ser transfobas red_heart ,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'NO', 'YES', 'NO', 'YES', 'YES']"
102457,es, la misoginia cristiana no es judia su base esta en el reconocido esquizofrenico de saulo de tarso pablito para los amigos la homofobia judia no era tan fuerte david/jonatan la violencia judia esta asociada al sacrificio cain/abel o agricultor/ganadero culpa del clima,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'YES', 'NO', 'NO', 'NO', 'NO']"
102458,es,bajaron el video de perra de j balvin de youtube se mejoro todo en el mundo y ya se solucionaron todos los problemas de misoginia vida hijueputa,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'YES', 'YES', 'NO', 'YES', 'NO']"
102459,es,dejen de decir que era un chiste el primero se lo paso porque aja si es gracioso pero el taylor swift is female manipulator music tiene un poquito de tweet en su misoginia ,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'YES', 'YES', 'NO', 'YES', 'YES']"
102460,es,el mundo no va a mejorar todo va en decadencia como la sociedad misma si en el 1er mundo no se ha erradicado el racismo y los cantos homofobos en futbol creen que en latam y venezuela si lo haran con la misoginia y otras conductas retrogradas? jaja dale que no viene carro,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'YES', 'NO', 'NO', 'NO', 'YES']"
102461,es,   aqui nadie es mojigata que se la hacen es otra cosa jajaja,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'YES', 'YES', 'NO', 'YES', 'YES']"
102462,es,por personas asi es que algunas victimas nunca cuentan su historia imaginate decidir exponer a tu abusador y te digan que lo unico q queres es fama seguidores y encima te digan mojigatawowperson_facepalming_light_skin_tone ,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'YES', 'YES', 'YES', 'YES', 'YES']"
102463,es, no es justo ni correcto habra que seguir luchando pero no se puede pedir peras al olmo gente limitada con tantos paradigmas y mojigata no hara mucho mas,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['NO', 'NO', 'YES', 'NO', 'YES', 'YES']"
102464,es, ay no te hagas la mojigata jajajaja todas sabemos lo que hiciste fuera de camara,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'YES', 'YES', 'YES', 'YES', 'YES']"
102465,es, solo es derecha fascista mojigata ,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'YES', 'NO', 'YES', 'NO', 'NO']"
102466,es, si tuviera que definirme politicamente cosa bastante tonta por cierto diria que soy una especie de socialista y anarquista aspiracional que cree que la izquierda necesita beber mas de la cultura liberal para ser mas tolerante menos mojigata y menos admiradora de castros y tal,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['NO', 'NO', 'YES', 'NO', 'NO', 'NO']"
102467,es,  es cierto que trujillo apoyaba al macuspano desde hace mucho pero es evidente que ahora sabe que se equivo es como cuando te casas con la mojigata mustia que se daba golpes de pecho y ya casados te hace la vida de cuadritos y descubres su maldad,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'YES', 'YES', 'YES', 'YES', 'NO']"
102468,es,no que esta peor si de de puta a santa o de santa a mojigata,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'YES', 'YES', 'YES', 'NO', 'YES']"
102469,es,a nap aston y garcia forrer as nos puto descojonamosface_with_tears_of_joynos acordamos cuando conocimos a a nap aston en 59 segundos una mojigata a la que le deseamos mucha suerte joder con la suerte con nuestra suerte te has forrado nos das algo? compartes?smirking_face,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'NO', 'YES', 'YES', 'NO', 'YES']"
102470,es,   no falta la santurrona y mojigata,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['NO', 'YES', 'YES', 'YES', 'YES', 'YES']"
102471,es,no hay nada que deteste mas en este mundo que una mujer mojigata por dios no se hagan las santas y babosas,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'YES', 'YES', 'YES', 'YES', 'YES']"
102472,es,en ojos de unos soy mojigataen ojos de otros soy putaen mis ojos ellos son unos metichessign_of_the_horns_light_skin_tonerolling_on_the_floor_laughingrolling_on_the_floor_laughingrolling_on_the_floor_laughingrolling_on_the_floor_laughingnail_polish_light_skin_tone,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'NO', 'YES', 'YES', 'YES', 'YES']"
102473,es, y porque la referencia del capitalino si aqui somos mas modernossmiling_facelos siete matrimonios fueran irrelevantes si no fuera mojigata,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['NO', 'YES', 'NO', 'NO', 'YES', 'NO']"
102474,es, pero han oido algunas letras? quieren que sus hijos tengan esa version del sexo? a mi hija de 13 anos hace tiempo que le explique todo y respondo a cada duda sobre sexo que tiene con naturalidad o sea no soy precisamente mojigata pero ya sabe que no quiero que sigodown_arrow,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['NO', 'NO', 'YES', 'YES', 'NO', 'NO']"
102475,es,feliz cumpleanos mojigata te las ingeniaste para meterte en nuestros corazones y hacernos admirarte tanto feliz cumple ao sleigh ,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['NO', 'YES', 'NO', 'NO', 'YES', 'NO']"
102476,es,si se la junta de todos los curuchupas empezando con la pareja mojigata tremenda fichas de evasores y testaferros son deberia llamarse la comunion  de los diablos ,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['NO', 'NO', 'NO', 'NO', 'YES', 'NO']"
102477,es,si dios es un ser cruel pero justo entonces me va a bendecir con una intelectual mojigata,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'NO', 'YES', 'YES', 'YES', 'YES']"
102478,es, pues mil veces la  putisima  a la mojigata,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'YES', 'YES', 'NO', 'YES', 'YES']"
102479,es,me parece extremadamente mojigata la discusion sobre la senora en medellin que camino en panos menores y quintero es un sobreactuado un ridiculo,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'YES', 'NO', 'YES', 'YES', 'NO']"
102480,es, macri cuantos dnu saco? imbecil parece que la mojigata no te atiende bien hacete una pajilla si no te satisface,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['NO', 'YES', 'YES', 'YES', 'YES', 'NO']"
102481,es,mucho feminismo pero por cualquier varon se arrancan los pelos jajjajaj,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'YES', 'YES', 'YES', 'YES', 'YES']"
102482,es,mucho feminismo pero dps criticais a cualquier mujer por hacer lo que le de la gana,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'YES', 'YES', 'YES', 'YES', 'YES']"
102483,es,ole tus cojones  ole aqui en espana mucha bandera y mucho feminismo pero pocos cojones para dar soluciones ,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'YES', 'YES', 'YES', 'YES', 'YES']"
102484,es,  si si si mucho feminismo pero de postureo como es el chico guapete y graciosillo no importa q le haya hecho escarnio publico y las veces q le haya enganado lo q le haya mentido lo q ella haya sufrido el desea estar con ella y oye lo importante es que el este contento,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'YES', 'YES', 'YES', 'YES', 'NO']"
102485,es,menuda concejala mas reventada mucho feminismo pero luego mira como habla de alatz claro que si guapesnauseated_faceface_vomiting secret 29e ,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'YES', 'YES', 'YES', 'YES', 'YES']"
102486,es, vaya con este modelito no va a poder posar de espaldas mostrando sus atributos como lo hacen todas mucho feminismo pero solo posamos mostrando la espalda x no decir lo q realmente mostramosq aburrimiento pero la culpa sera de los fotografos encima,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'YES', 'NO', 'YES', 'YES', 'YES']"
102487,es,  no se trata de solo actrices se trata de la mujer en general gracias por dejarme en claro que el feminismo es selectivomucho feminismo pero poca empatia con la victimas,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'YES', 'NO', 'YES', 'YES', 'YES']"
102488,es, face_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy estas son las de podemos mucho feminismo pero cuando hay un problema que es el hombre los trabajos duros para el hombre y despues somos los malos,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'YES', 'YES', 'YES', 'YES', 'YES']"
102489,es,mucho feminismo pero te le tiras a vagos con novia jsjsja mi vida,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'YES', 'YES', 'YES', 'YES', 'YES']"
102490,es,que a yolanda diaz se la carga politicamente  vaya que si como asome mucho la patita veras que quita todo el protagonismo mucho feminismo pero no la va a dejar que le pise,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'YES', 'YES', 'YES', 'NO', 'YES']"
102491,es,mucho feminismo pero me dice no te regales q vos sos mia y se me cayo la tanga perdon,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'YES', 'YES', 'NO', 'YES', 'YES']"
102492,es,mucho feminismo pero criticas el cuerpo de otras te comes el macho de otra mina y te reis de la cornuda,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['NO', 'YES', 'YES', 'YES', 'YES', 'YES']"
102493,es,jajajssb mucho feminismo pero le quieren pegar a una mina por mirar al novio dale gass,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'YES', 'YES', 'NO', 'YES', 'YES']"
102494,es,la policia municipal de madrid ha alertado de forma publica de un aumento de casos de violaciones por sumision quimica en la capital de espana ,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'YES', 'YES', 'NO', 'NO', 'YES']"
102495,es, hombrecarlota mucho feminismo pero poco dar la cara por violacion de gh,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'YES', 'YES', 'NO', 'YES', 'NO']"
102496,es,mucho feminismo pero luego escuchas a kane wst,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'YES', 'YES', 'YES', 'NO', 'YES']"
102497,es, jajajaj mucho feminismo pero te falta descubrir el fubtol femenino o mixto el cano se celebra igual sin importar quien o a quien se lo hacen es el futbol no los hombres,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'YES', 'YES', 'YES', 'YES', 'YES']"
102498,es, mucha ideologia de genero mucho feminismo pero del no robaras nada de nada a veces el catolicismo ha sido abusivo pero algunas ensenanzas no son malas para tener unos valores humanos y de convivencia,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'YES', 'YES', 'NO', 'YES', 'NO']"
102499,es,si  que mucho feminismo pero lara esta semana no tiene programa eh ,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'YES', 'NO', 'YES', 'NO', 'NO']"
102500,es,mucho feminismo pero para ir a discotecas donde sigue poniendo barra libre chicas gratisque se resume basicamente que sois carnaza para los hombresface_with_tears_of_joygrinning_face_with_sweat,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'YES', 'YES', 'YES', 'YES', 'YES']"
102501,es,rapida y furiosa mujer al volante de una camioneta protagonizo 2 accidentes de transito en el norte de barranquilla ,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'YES', 'YES', 'YES', 'YES', 'YES']"
102502,es, una mujer al volante no le da paso a nadie,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'YES', 'YES', 'YES', 'YES', 'YES']"
102503,es, cuidadooooo mujer al volante jajaajajaaajaaaa y lo traduzco al frances cuando estoy allajajajaaaaa jaaaaaeste por lo menos me hace reir rolling_on_the_floor_laughinggrinning_face_with_sweatgrinning_squinting_face  smiling_face_with_open_hands,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'YES', 'YES', 'YES', 'YES', 'YES']"
102504,es, /mujeresalvolante ayyy que novedosa una mujer al volante es como la freijo con lo de las mujeres en las canchas mas o menos,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'YES', 'YES', 'YES', 'YES', 'YES']"
102505,es,perdi el colectivo que mal me tome un remis con aire y mujer al volante que bien,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'NO', 'NO', 'NO', 'YES', 'YES']"
102506,es,mujer al volante se le atraviesa al paso de motociclista ,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'YES', 'NO', 'YES', 'YES', 'YES']"
102507,es,una mujer al volante decidio grabar la falta de profesionalismo de un contratista al pintar de forma incorrecta la linea amarilla de una carretera que une a dos municipios ,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'NO', 'NO', 'NO', 'NO', 'YES']"
102508,es,mujer al volante peligro constante ,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'YES', 'YES', 'YES', 'YES', 'YES']"
102509,es, mujer al volante peligro constante jajajajjajsksjajajjajajajajajajsjjsjajajsjsjajajsjjaja lo siento,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'YES', 'YES', 'YES', 'YES', 'YES']"
102510,es,peligro en los vertical_traffic_light aca en bogota es una montadora horrible si eres mujer al volantede una es que te intimidan como seasi no das money_bag te rayan el automobile te escupen o te roban los espejos  sos    ,6,"['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['YES', 'NO', 'YES', 'YES', 'YES', 'YES']"
